エリア,No.,落札日,案件名,機関（発注者名）,落札会社名,落札価格（円）,支店名,電話番号,担当者,メールアドレス,Mazricaコンタクト,アプローチ方法,ステータス,最終接点日,Malme担当,アクション履歴
北海道,151,2025/12/11,一般国道227号 北斗市 中山法面詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,株式会社東鵬開発,14580000,,,,,,,,,,
北海道,152,2026/2/25,幌延河川事務所 庁舎清掃業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,株式会社東洋実業,1269000,,,,,,,,,,
北海道,153,2026/1/29,北海道森林管理局改修25工事監理業務,国土交通省(MLIT) 北海道開発局,株式会社日建社,1530000,,,,,,,,,,
北海道,154,2026/3/2,岩見沢河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,株式会社福田水文センター,52998000,,,,,,,,,,
北海道,155,2026/3/11,天塩川下流 水質・流量調査業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,株式会社福田水文センター,54000000,,,,,,,,,,
北海道,156,2026/3/18,稚内開発建設部管内 橋梁定期点検業務,国土交通省(MLIT) 北海道開発局 稚内開発建設部,株式会社北海道近代設計,24890000,,,,,,,,,,
北海道,157,2026/3/12,室蘭道路事務所外橋梁点検調査業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,株式会社北海道近代設計,42480000,,,,,,,,,,
北海道,158,2026/3/18,留萌川 河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,株式会社北開水工コンサルタント,18040000,,,,,,,,,,
北海道,159,2026/3/2,千歳川河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,株式会社北開水工コンサルタント,50930000,,,,,,,,,,
北海道,160,2026/3/2,江別河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,株式会社北開水工コンサルタント,46860000,,,,,,,,,,
北海道,161,2026/3/12,鵡川沙流川河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,株式会社北開水工コンサルタント,21500000,,,,,,,,,,
北海道,162,2026/3/24,釧路川流域水質調査外業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,株式会社北開水工コンサルタント,20000000,,,,,,,,,,
北海道,163,2026/3/19,十勝川水系水文観測業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,株式会社北開水工コンサルタント,110000000,,,,,,,,,,
北海道,164,2026/3/11,網走開発建設部管内 水文観測調査外業務,国土交通省(MLIT) 北海道開発局 網走開発建設部,株式会社北開水工コンサルタント,127820000,,,,,,,,,,
北海道,165,2026/3/11,網走開発建設部管内 水文観測調査外業務,国土交通省(MLIT) 北海道開発局 網走開発建設部,株式会社北開水工コンサルタント,116200000,,,,,,,,,,
北海道,166,2026/3/11,留萌川 水質・流量調査業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,株式会社北開水工コンサルタント,35200000,,,,,,,,,,
北海道,167,2026/3/12,池田河川事務所管内工事箇所環境調査検討業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,株式会社北開水工コンサルタント,29310000,,,,,,,,,,
北海道,168,2026/3/12,平取ダム・二風谷ダム水辺現地調査外業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,株式会社北開水工コンサルタント,39171000,,,,,,,,,,
北海道,169,2026/3/2,千歳川河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,株式会社北開水工コンサルタント,50930000,,,,,,,,,,
北海道,170,2026/1/27,天塩川上流 環境調査業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,株式会社北開水工コンサルタント,24640000,,,,,,,,,,
北海道,171,2026/3/18,一般国道275号 中頓別町外 附属物定期点検業務,国土交通省(MLIT) 北海道開発局 稚内開発建設部,株式会社北建コンサルタント,33810000,,,,,,,,,,
北海道,172,2026/3/5,帯広広尾自動車道 広尾町 測量調査業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,株式会社北信開発コンサルタント,7630000,,,,,,,,,,
北海道,173,2026/3/5,帯広広尾自動車道 広尾町 測量調査業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,株式会社北信開発コンサルタント,8393000,,,,,,,,,,
北海道,174,2026/3/17,中標津道路事務所管内外 橋梁点検業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,株式会社北未来技研,29590000,,,,,,,,,,
北海道,175,2026/2/26,一般国道278号 函館市外 橋梁点検業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,株式会社北未来技研,44530000,,,,,,,,,,
北海道,176,2026/3/17,中標津道路事務所管内外 橋梁点検業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,株式会社北未来技研,26900000,,,,,,,,,,
北海道,177,2025/11/19,留萌開発事務所 構内除雪業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,株式会社和秀,3974600,,,,,,,,,,
北海道,178,2026/2/24,一般国道44号 釧路町 別保尾幌 別保東地質調査業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,環境コンサルタント株式会社,25080000,,,,,,,,,,
北海道,179,2026/3/5,一般国道236号(高規格道路)大樹広尾道路工事13工区用地測量業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,菊地技術コンサルタント株式会社,21560000,,,,,,,,,,
北海道,180,2025/10/1,04802 阿寒地区 事業推進委託業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,釧路市,3746554,,,,,,,,,,
北海道,181,2025/11/20,一般国道229号 乙部町 三ツ谷測量調査外一連業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,月館測量設計株式会社,7910000,,,,,,,,,,
北海道,182,2025/11/5,留萌港湾事務所 構内外除雪業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,光栄運輸株式会社,2957340,,,,,,,,,,
北海道,183,2026/3/5,日高自動車道新ひだか町静内道路魚類調査業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,公益社団法人北海道栽培漁業振興公社,22800000,,,,,,,,,,
北海道,184,2026/2/24,堰堤維持の内 サンルダム魚類保全施設機能調査外業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,公益社団法人北海道栽培漁業振興公社,38200000,,,,,,,,,,
北海道,185,2026/3/5,今金河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,今金河川事務所管内河川管理施設監理検討業務スイコー・ハブ設計JV,20500000,,,,,,,,,,
北海道,186,2026/3/5,今金河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,今金河川事務所管内河川管理施設監理検討業務スイコー・ハブ設計JV,22550000,,,,,,,,,,
北海道,187,2026/3/2,札幌河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,札幌河川事務所管内河川管理施設監理検討業務スイコー・ケイジー設計JV,46970000,,,,,,,,,,
北海道,188,2026/3/19,札幌開発建設部用地取得等のための不動産鑑定評価業務(単価契約),国土交通省(MLIT) 北海道開発局 札幌開発建設部,山田不動産鑑定,,,,,,,,,,,
北海道,189,2026/1/15,十勝川水系河川防災情報検討業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,十勝川水系河川防災情報検討業務ドーコン・環境防災総合政策研究機構設,19770000,,,,,,,,,,
北海道,190,2026/2/24,一般国道44号 釧路町 別保尾幌 上別保西地質調査業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,上山試錐工業株式会社,22670000,,,,,,,,,,
北海道,191,2026/3/5,一般国道235号(高規格幹線道路)静内三石道路5工区用地測量業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,新和測量株式会社,16380000,,,,,,,,,,
北海道,192,2025/11/19,構内除排雪等業務(千歳道路事務所),国土交通省(MLIT) 北海道開発局 札幌開発建設部,千歳建設株式会社,2810000,,,,,,,,,,
北海道,193,2026/2/24,一般国道44号 釧路町 別保尾幌 上別保東地質調査業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,太平洋総合コンサルタント株式会社,18840000,,,,,,,,,,
北海道,194,2026/3/19,帯広河川事務所河川管理施設監理検討外業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,帯広河川事務所河川管理施設監理検討外業務スイコー・東和工研設計JV,46000000,,,,,,,,,,
北海道,195,2026/3/5,帯広広尾自動車道 広尾町 広尾地質調査業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,大地コンサルタント株式会社,11550000,,,,,,,,,,
北海道,196,2026/2/24,一般国道44号 釧路町 別保尾幌 別保西地質調査業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,大地コンサルタント株式会社,18960000,,,,,,,,,,
北海道,197,2026/3/10,天塩川上流 天塩川右岸地質調査業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,大地コンサルタント株式会社,31625000,,,,,,,,,,
北海道,198,2026/3/10,天塩川上流 天塩川右岸地質調査業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,大地コンサルタント株式会社,28750000,,,,,,,,,,
北海道,199,2026/3/5,一般国道36号白老町竹浦地区地質調査業務,国土交通省(MLIT) 北海道開発局 室蘭開発建設部,大地コンサルタント株式会社,19480000,,,,,,,,,,
北海道,200,2026/2/17,天塩川上流 朝日地区地質調査業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,大地コンサルタント株式会社,25480000,,,,,,,,,,
北海道,201,2025/9/9,石狩川上流 砂防堰堤地質調査業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,大地コンサルタント株式会社,8723000,,,,,,,,,,
北海道,202,2026/3/12,道央圏連絡道路 長沼町外 長沼南幌道路情報施設設計業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,大日本ダイヤコンサルタント株式会社,19940000,,,,,,,,,,
北海道,203,2026/3/2,滝川河川事務所管内河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,滝川河川事務所管内河川管理施設監理検討業務スイコー・リブテック設計,84920000,,,,,,,,,,
北海道,204,2026/2/24,一般国道44号 釧路町 別保尾幌 上別保北地質調査業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,拓北地下開発株式会社,21220000,,,,,,,,,,
北海道,205,2025/11/13,遠軽開発事務所 構内除排雪等業務,国土交通省(MLIT) 北海道開発局 網走開発建設部,丹野工業株式会社,2454900,,,,,,,,,,
北海道,206,2026/3/19,池田河川事務所河川管理施設監理検討外業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,池田河川事務所河川管理施設監理検討外業務スイコー・東和工研設計JV,46300000,,,,,,,,,,
北海道,207,2026/2/26,一般国道5号 八雲町外 橋梁点検業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,中央コンサルタンツ株式会社,45040000,,,,,,,,,,
北海道,208,2026/3/24,下オソベツ樋門詳細設計外業務,国土交通省(MLIT) 北海道開発局 釧路開発建設部,中央コンサルタンツ株式会社,28750000,,,,,,,,,,
北海道,209,2026/3/18,旭川開発建設部管内 観光交通分析検討業務,国土交通省(MLIT) 北海道開発局 旭川開発建設部,中央コンサルタンツ株式会社,31152000,,,,,,,,,,
北海道,210,2026/2/26,一般国道5号 八雲町外 橋梁点検業務,国土交通省(MLIT) 北海道開発局 函館開発建設部,中央コンサルタンツ株式会社,49544000,,,,,,,,,,
北海道,211,2026/3/18,天塩川下流 河川管理施設監理検討業務,国土交通省(MLIT) 北海道開発局 留萌開発建設部,天塩川下流河川管理施設監理検討業務スイコー・小杉測量設計JV,33900000,,,,,,,,,,
北海道,212,2025/9/4,十勝川流域貯水池堆砂測量外業務,国土交通省(MLIT) 北海道開発局 帯広開発建設部,東和工研株式会社,31031000,,,,,,,,,,
北海道,213,2026/3/19,一般国道5号 札幌市 創成川通北13条付近函渠詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,54550000,,,,,,,,,,
北海道,214,2026/3/19,一般国道5号 札幌市 創成川通北6条付近避難通路詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,63492000,,,,,,,,,,
北海道,215,2026/3/19,一般国道5号 札幌市 創成川通北13条付近函渠詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,60005000,,,,,,,,,,
北海道,216,2026/3/19,一般国道5号 札幌市 創成川通北6条付近避難通路詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,57720000,,,,,,,,,,
北海道,217,2026/3/19,一般国道5号 札幌市 創成川通北6条付近避難通路詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,57720000,,,,,,,,,,
北海道,218,2026/3/19,一般国道5号 札幌市 創成川通北13条付近函渠詳細設計外一連業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本シビックコンサルタント株式会社,54550000,,,,,,,,,,
北海道,219,2026/3/19,岩見沢道路事務所管内 道路点検業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本工営株式会社,49566000,,,,,,,,,,
北海道,220,2026/3/13,堰堤維持の内 漁川ダム堆砂対策検討業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本工営株式会社,21130000,,,,,,,,,,
北海道,221,2026/3/13,雨竜第2ダム本体関連詳細設計外業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本工営株式会社,41000000,,,,,,,,,,
北海道,222,2026/3/13,雨竜第2ダム基礎岩盤評価外業務,国土交通省(MLIT) 北海道開発局 札幌開発建設部,日本工営株式会社,14250000,,,,,,,,,,
