エリア,No.,落札日,案件名,機関（発注者名）,落札会社名,落札価格（円）,支店名,電話番号,担当者,メールアドレス,Mazricaコンタクト,アプローチ方法,ステータス,最終接点日,Malme担当,アクション履歴
九州,1335,2026/1/27,令和7年度佐賀国道管理測量設計業務,国土交通省(MLIT) 九州地方整備局,株式会社親和コンサルタント,13950000,,,,,,,,,,
九州,1336,2026/2/27,令和7年度 大津熊本道路測量設計(その1)業務,国土交通省(MLIT) 九州地方整備局,株式会社水野建設コンサルタント,21850000,,,,,,,,,,
九州,1337,2026/2/27,令和7年度 矢部清和道路測量設計(その1)業務,国土交通省(MLIT) 九州地方整備局,株式会社水野建設コンサルタント,14230000,,,,,,,,,,
九州,1338,2026/2/16,令和7年度 矢部清和道路構造物設計(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社水野建設コンサルタント,15780000,,,,,,,,,,
九州,1339,2026/3/2,R7熊本維持出張所外改修実施設計業務,国土交通省(MLIT) 九州地方整備局,株式会社粋華設計,7200000,,,,,,,,,,
九州,1340,2025/11/25,令和7年度苅田港航空写真撮影業務,国土交通省(MLIT) 九州地方整備局 苅田港湾事務所,株式会社瀬戸内航空写真,328900,,,,,,,,,,
九州,1341,2026/3/18,令和8年度川内川水系採水・水質分析業務,国土交通省(MLIT) 九州地方整備局,株式会社静環検査センター,13200000,,,,,,,,,,
九州,1342,2026/2/25,R7牛根境防災2号橋橋梁詳細設計(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,88080000,,,,,,,,,,
九州,1343,2026/3/3,令和7年度 有明海沿岸道路測量設計(その1)業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,46450000,,,,,,,,,,
九州,1344,2026/2/24,令和7年度市道鎌瀬瀬戸石線外道路予備詳細設計外(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,31380000,,,,,,,,,,
九州,1345,2026/3/4,令和7年度下大渡野跨線橋(上り線)詳細設計業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,39280000,,,,,,,,,,
九州,1346,2026/2/24,令和7年度多久佐賀道路外測量・道路予備設計業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,18620000,,,,,,,,,,
九州,1347,2026/2/25,令和7年度 広川八女バイパス(北部地区)道路詳細設計外業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,44440000,,,,,,,,,,
九州,1348,2026/2/25,令和7年度古園橋耐震補強修正設計外業務,国土交通省(MLIT) 九州地方整備局,株式会社千代田コンサルタント,24010000,,,,,,,,,,
九州,1349,,令和元年度　大川佐賀道路(東与賀地区)予備修正外設計業務,国土交通省(MLIT) 九州地方整備局 有明海沿岸国道事務所,株式会社綜合技術コンサルタント,20977000,,,,,,,,,,
九州,1350,2026/3/4,令和7年度 蘇陽五ヶ瀬道路五ヶ瀬西ICオンランプ橋橋梁詳細設計業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,29400,,,,,,,,,,
九州,1351,2026/3/3,令和7年度 有明海沿岸道路測量設計(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,45360000,,,,,,,,,,
九州,1352,2026/2/24,令和7年度佐賀国道管内測量設計外(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,31120000,,,,,,,,,,
九州,1353,2026/2/20,令和7年度阿久根川内道路(大川一湯田西方)詳細設計その3業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,21550000,,,,,,,,,,
九州,1354,2026/2/24,令和7年度牛津江川橋外橋梁予備設計業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,22240000,,,,,,,,,,
九州,1355,2026/2/18,令和7年度 熊本環状連絡道路橋梁予備設計(その4)業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,16300000,,,,,,,,,,
九州,1356,2026/3/3,令和7年度佐賀管内交通安全事業測量調査設計業務,国土交通省(MLIT) 九州地方整備局,株式会社綜合技術コンサルタント,23700000,,,,,,,,,,
九州,1357,2026/2/26,令和7年度福岡10号松江地区用地調査等その1業務,国土交通省(MLIT) 九州地方整備局,株式会社大建,14190000,,,,,,,,,,
九州,1358,2026/2/3,令和7年度国道3号諏訪野町3丁目交差点改良外物件調査等業務,国土交通省(MLIT) 九州地方整備局,株式会社大建,17190000,,,,,,,,,,
九州,1359,2026/3/10,令和8年度鶴田ダム水文及び堤体観測業務,国土交通省(MLIT) 九州地方整備局,株式会社大進,20200000,,,,,,,,,,
九州,1360,2026/3/10,令和8年度川内川水系流量観測外業務,国土交通省(MLIT) 九州地方整備局,株式会社大進,48700000,,,,,,,,,,
九州,1361,2026/2/25,令和7年度白浜拡幅構造物設計外業務,国土交通省(MLIT) 九州地方整備局,株式会社大進,20790000,,,,,,,,,,
九州,1362,2026/2/25,R7牛根境防災地質調査(その10)業務,国土交通省(MLIT) 九州地方整備局,株式会社第一地研開発,27320000,,,,,,,,,,
九州,1363,2026/3/6,令和7年度 竹田阿蘇道路(高城地区外)用地調査等業務,国土交通省(MLIT) 九州地方整備局,株式会社中原総合鑑定所,14190000,,,,,,,,,,
九州,1364,2026/2/3,令和7年度国道208号濃施南歩道整備物件調査等業務,国土交通省(MLIT) 九州地方整備局,株式会社中原総合鑑定所,12930000,,,,,,,,,,
九州,1365,2026/2/25,R7牛根境防災2号橋橋梁詳細設計(その1)業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,78640000,,,,,,,,,,
九州,1366,2026/2/24,令和7年度 蘇陽五ヶ瀬道路滝上跨道橋橋梁詳細設計業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,17820000,,,,,,,,,,
九州,1367,2026/2/26,令和7年度 広川八女バイパス(谷川地区)橋梁詳細設計業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,36050000,,,,,,,,,,
九州,1368,2026/2/25,令和7年度 博多バイパス道路詳細設計外業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,38940000,,,,,,,,,,
九州,1369,2026/2/27,令和7年度熊本天草幹線道路道路詳細設計(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,24580000,,,,,,,,,,
九州,1370,2026/1/26,令和7年度 福岡国道管内環境影響評価資料作成業務,国土交通省(MLIT) 九州地方整備局,株式会社長大,32010000,,,,,,,,,,
九州,1371,2026/3/3,令和7年度 荒尾道路地質調査(その3)業務,国土交通省(MLIT) 九州地方整備局,株式会社東亜建設コンサルタント,24600000,,,,,,,,,,
九州,1372,2026/2/16,令和7年度 九州中央道地質調査(その1)業務,国土交通省(MLIT) 九州地方整備局,株式会社東亜建設コンサルタント,17800000,,,,,,,,,,
九州,1373,2026/3/11,遠賀川水系流域総合治水対策検討外業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,17259000,,,,,,,,,,
九州,1374,2026/3/6,令和7年度川辺川関連水環境等解析検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,29997000,,,,,,,,,,
九州,1375,2026/3/11,令和7年度大淀川・小丸川防災関連検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,29997000,,,,,,,,,,
九州,1376,2026/3/11,令和7年度 筑後川(杖立川)周辺整備検討設計業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,25872000,,,,,,,,,,
九州,1377,2026/3/6,令和7年度筑後川河川事務所管内環境調査検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,49588000,,,,,,,,,,
九州,1378,2026/3/6,令和7年度筑後川・矢部川水系洪水予測システム精度向上検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,19998000,,,,,,,,,,
九州,1379,2026/3/9,令和7年度山国川流木捕捉施設水理模型実験業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,49819000,,,,,,,,,,
九州,1380,2026/3/6,令和7年度五ヶ瀬川水系水害リスクマップ検討外業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,16995000,,,,,,,,,,
九州,1381,2026/3/6,令和7年度 筑後川水系河道計画等検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,55000000,,,,,,,,,,
九州,1382,2026/3/10,本明川ダム総合水運用計画検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,20724000,,,,,,,,,,
九州,1383,2026/1/26,遠賀川水系河川整備検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,39930000,,,,,,,,,,
九州,1384,2025/12/26,令和7・8年度 緑川水系治水計画検討業務,国土交通省(MLIT) 九州地方整備局,株式会社東京建設コンサルタント,,,,,,,,,,,
九州,1385,2026/2/25,令和7年度 蘇陽五ヶ瀬道路新岩神橋地質調査(その2)業務,国土交通省(MLIT) 九州地方整備局,株式会社東九州コンサルタント,13630000,,,,,,,,,,
九州,1386,2026/3/11,令和8年度湯之尾地区地下水調査外業務,国土交通省(MLIT) 九州地方整備局,株式会社南日本技術コンサルタンツ,10120000,,,,,,,,,,
九州,1387,2026/2/25,R7牛根境防災地質調査(その8)業務,国土交通省(MLIT) 九州地方整備局,株式会社日本地下技術,21240000,,,,,,,,,,
九州,1388,2026/2/20,令和7年度鹿児島北バイパス外地質調査業務,国土交通省(MLIT) 九州地方整備局,株式会社日本地下技術,20140000,,,,,,,,,,
九州,1389,2026/3/4,令和7年度富津防災道路詳細設計業務,国土交通省(MLIT) 九州地方整備局,株式会社福山コンサルタント,32470000,,,,,,,,,,
九州,1390,2026/2/24,令和7年度佐賀国道管内測量設計外(その3)業務,国土交通省(MLIT) 九州地方整備局,株式会社福山コンサルタント,37710000,,,,,,,,,,
九州,1391,2026/2/26,令和7年度北九州国道管内改築事業設計業務,国土交通省(MLIT) 九州地方整備局,株式会社福山コンサルタント,21300000,,,,,,,,,,
九州,1392,2026/3/10,令和7年度 有明海沿岸道路整備検討外業務,国土交通省(MLIT) 九州地方整備局,株式会社福山コンサルタント,52041000,,,,,,,,,,
九州,1393,2026/2/16,R7大隅管内整備効果検討外業務,国土交通省(MLIT) 九州地方整備局,株式会社福山コンサルタント,19811000,,,,,,,,,,
九州,1394,2026/3/4,令和7年度長崎管内南部地区地質調査業務,国土交通省(MLIT) 九州地方整備局,基礎地盤コンサルタンツ株式会社,18320000,,,,,,,,,,
九州,1395,2026/2/27,令和7年度熊本天草幹線道路地質調査解析業務,国土交通省(MLIT) 九州地方整備局,基礎地盤コンサルタンツ株式会社,21200000,,,,,,,,,,
九州,1396,2026/3/9,令和7年度 竹田阿蘇道路事業資料作成業務,国土交通省(MLIT) 九州地方整備局,協同エンジニアリング株式会社,11300000,,,,,,,,,,
九州,1397,2026/2/25,乙津川外堤防等河川管理施設点検及び測量設計業務,国土交通省(MLIT) 九州地方整備局,九建設計株式会社,9330000,,,,,,,,,,
九州,1398,2026/3/6,令和7年度 竹田阿蘇道路測量設計業務,国土交通省(MLIT) 九州地方整備局,九建設計株式会社,14780000,,,,,,,,,,
九州,1399,2026/2/25,令和7年度高江拡幅外測量設計業務,国土交通省(MLIT) 九州地方整備局,九建設計株式会社,37450000,,,,,,,,,,
九州,1400,2026/3/4,令和7・8年度武雄維持管内道路施設点検業務,国土交通省(MLIT) 九州地方整備局,九州技術開発株式会社,33100000,,,,,,,,,,
九州,1401,2026/3/9,令和8年度川内川管内河川構造物測量設計外(その2)業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,16540000,,,,,,,,,,
九州,1402,2026/3/16,令和7年度牛津川遊水地施設設計(その2)業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,49995000,,,,,,,,,,
九州,1403,2026/2/25,大分川堤防等河川管理施設点検及び測量設計業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,11490000,,,,,,,,,,
九州,1404,2026/3/6,令和7年度 竹田地区改築事業測量設計業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,11840000,,,,,,,,,,
九州,1405,2026/3/4,令和7年度 筑後川河川事務所管内設計(その3)業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,14460000,,,,,,,,,,
九州,1406,2026/2/24,令和7年度球磨川流域護岸詳細設計外(その3)業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,34690000,,,,,,,,,,
九州,1407,2026/2/12,令和7年度 佐伯管内交通安全事業測量調査設計業務,国土交通省(MLIT) 九州地方整備局,九州建設コンサルタント株式会社,17630000,,,,,,,,,,
九州,1408,2026/2/27,令和7年度南郷奈留道路測量(その1)業務,国土交通省(MLIT) 九州地方整備局,九州工営株式会社,46210000,,,,,,,,,,
九州,1409,2026/2/2,令和7年度下関港利用状況資料作成業務,国土交通省(MLIT) 九州地方整備局 下関港湾事務所,九州航空株式会社,935000,,,,,,,,,,
九州,1410,2026/1/28,令和7年度火山噴火時の立入困難区域の調査手法検討業務,国土交通省(MLIT) 九州地方整備局,国際航業株式会社,35860000,,,,,,,,,,
九州,1411,2025/12/15,令和7年度流水型ダム水理検討業務,国土交通省(MLIT) 九州地方整備局,国立研究開発法人土木研究所,49940000,,,,,,,,,,
九州,1412,2025/8/4,令和7年度土工構造物点検及び防災点検の効率化技術導入促進業務,国土交通省(MLIT) 九州地方整備局,財団法人土木研究センター,24959000,,,,,,,,,,
九州,1413,,令和元年度大川佐賀道路(川副地区)予備修正外設計業務,国土交通省(MLIT) 九州地方整備局 有明海沿岸国道事務所,三井共同建設コンサルタント株式会社,20075000,,,,,,,,,,
九州,1414,2026/3/4,令和7年度 城原川ダム付替県道予備設計業務,国土交通省(MLIT) 九州地方整備局,三井共同建設コンサルタント株式会社,23920000,,,,,,,,,,
九州,1415,2026/2/24,令和7年度県道人吉水俣線外道路予備詳細設計外(その2)業務,国土交通省(MLIT) 九州地方整備局,三井共同建設コンサルタント株式会社,27870000,,,,,,,,,,
九州,1416,2026/3/10,令和7年度八代港整備計画策定業務,国土交通省(MLIT) 九州地方整備局 熊本港湾・空港整備事務所,三井共同建設コンサルタント株式会社,7720000,,,,,,,,,,
九州,1417,2026/2/24,令和7年度球磨川流域護岸詳細設計外(その1)業務,国土交通省(MLIT) 九州地方整備局,三井共同建設コンサルタント株式会社,35960000,,,,,,,,,,
九州,1418,2026/2/25,令和7年度阿久根川内道路構造物設計外業務,国土交通省(MLIT) 九州地方整備局,三州技術コンサルタント株式会社,21080000,,,,,,,,,,
九州,1419,2026/2/25,令和7年度喜入防災構造物詳細設計(その1)業務,国土交通省(MLIT) 九州地方整備局,三州技術コンサルタント株式会社,18230000,,,,,,,,,,
九州,1420,2026/2/24,令和7年度白浜拡幅事業設計業務,国土交通省(MLIT) 九州地方整備局,三州技術コンサルタント株式会社,23150000,,,,,,,,,,
九州,1421,2026/2/25,R7牛根境防災地質調査(その9)業務,国土交通省(MLIT) 九州地方整備局,鹿児島土木設計株式会社,27200000,,,,,,,,,,
九州,1422,2026/3/4,令和7年度 筑後川河川事務所管内地質調査(その1)業務,国土交通省(MLIT) 九州地方整備局,新地研工業株式会社,24490000,,,,,,,,,,
九州,1423,2026/1/19,令和7年度仲哀拡幅事業損失事前調査その4業務,国土交通省(MLIT) 九州地方整備局,新和技術コンサルタント株式会社,9050000,,,,,,,,,,
九州,1424,2026/3/13,令和8年度 延岡管内防災点検設計業務,国土交通省(MLIT) 九州地方整備局,西日本コンサルタント株式会社,29535000,,,,,,,,,,
九州,1425,2026/2/25,大野川堤防等河川管理施設点検及び測量設計業務,国土交通省(MLIT) 九州地方整備局,西日本コンサルタント株式会社,11300000,,,,,,,,,,
九州,1426,2026/2/25,令和7年度大分管内測量設計業務,国土交通省(MLIT) 九州地方整備局,西日本コンサルタント株式会社,39700000,,,,,,,,,,
九州,1427,2026/1/20,令和7年度 佐伯管内道路管理構造物外補修設計業務,国土交通省(MLIT) 九州地方整備局,西日本コンサルタント株式会社,21060000,,,,,,,,,,
九州,1428,2026/3/17,令和8年度大淀川・小丸川河川水辺環境調査(基図・底生)業務,国土交通省(MLIT) 九州地方整備局,西日本技術開発株式会社,39610000,,,,,,,,,,
九州,1429,2026/3/6,令和7年度川辺川環境データ活用推進等業務,国土交通省(MLIT) 九州地方整備局,西日本技術開発株式会社,29997000,,,,,,,,,,
九州,1430,2026/3/4,令和7年度 筑後川河川事務所管内設計(その2)業務,国土交通省(MLIT) 九州地方整備局,西日本技術開発株式会社,16280000,,,,,,,,,,
九州,1431,2025/12/23,令和7・8年度遠賀川管内築堤護岸詳細設計外業務,国土交通省(MLIT) 九州地方整備局,西日本技術開発株式会社,14650000,,,,,,,,,,
九州,1432,2026/3/4,令和7・8年度唐津維持管内道路施設点検業務,国土交通省(MLIT) 九州地方整備局,西日本総合コンサルタント株式会社,36600000,,,,,,,,,,
九州,1433,2026/2/25,R7牛根境防災地質調査(その12)業務,国土交通省(MLIT) 九州地方整備局,川崎技術開発株式会社,28570000,,,,,,,,,,
九州,1434,2026/2/20,令和7年度阿久根川内道路地質調査(その3)業務,国土交通省(MLIT) 九州地方整備局,川崎技術開発株式会社,14150000,,,,,,,,,,
九州,1435,2026/3/9,令和7年度 竹田地区改築事業地質調査解析業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,21950000,,,,,,,,,,
九州,1436,2026/3/5,令和7年度 高千穂雲海橋道路水文調査検討業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,26620000,,,,,,,,,,
九州,1437,2026/3/6,令和7年度みやこ行橋バイパス地質調査検討業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,16100000,,,,,,,,,,
九州,1438,2026/3/4,令和7年度長崎北部地区水文・地すべり調査業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,53580000,,,,,,,,,,
九州,1439,2026/3/3,令和7年度 軟弱地盤対策検討業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,38450000,,,,,,,,,,
九州,1440,2026/2/25,令和7年度 高千穂雲海橋道路外地質調査業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,36150000,,,,,,,,,,
九州,1441,2026/2/16,令和7年度 矢部清和道路橋梁基礎地質調査業務,国土交通省(MLIT) 九州地方整備局,川崎地質株式会社,16970000,,,,,,,,,,
九州,1442,2026/3/2,令和7年度 蘇陽五ヶ瀬道路外用地調査等業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,17620000,,,,,,,,,,
九州,1443,2026/2/26,令和7年度福岡10号松江地区用地調査等その2業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,11990000,,,,,,,,,,
九州,1444,2026/2/26,令和7年度国道218号矢部清和道路(その2)用地調査等業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,24660000,,,,,,,,,,
九州,1445,2026/3/2,R7住吉道路用地調査等(その1)業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,19300000,,,,,,,,,,
九州,1446,2026/2/25,R7住吉道路用地調査等(その2)業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,18500000,,,,,,,,,,
九州,1447,2026/2/13,令和7年度 佐伯管内防災工事用地調査等業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,19070000,,,,,,,,,,
九州,1448,2026/1/15,令和7年度松浦佐々道路用地調査等業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,18220000,,,,,,,,,,
九州,1449,2026/1/19,令和7年度仲哀拡幅事業損失事前調査その2業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,10530000,,,,,,,,,,
九州,1450,2025/12/22,令和7年度阿久根川内道路大川湯田(大川地区)相続説明等業務,国土交通省(MLIT) 九州地方整備局,扇精光コンサルタンツ株式会社,10320000,,,,,,,,,,
九州,1451,2026/2/25,令和7年度 蘇陽五ヶ瀬道路新岩神橋地質調査(その3)業務,国土交通省(MLIT) 九州地方整備局,太陽技術コンサルタント株式会社,13360000,,,,,,,,,,
九州,1452,2026/2/27,令和7年度南郷奈留道路測量(その2)業務,国土交通省(MLIT) 九州地方整備局,太陽技術コンサルタント株式会社,43910000,,,,,,,,,,
九州,1453,2026/3/9,令和8年度 広瀬観測所外流量観測及び測量設計業務,国土交通省(MLIT) 九州地方整備局,大成ジオテック株式会社,32600000,,,,,,,,,,
九州,1454,2026/2/24,令和7年度 城原川ダム周辺UAVレーザー測量(その1)業務,国土交通省(MLIT) 九州地方整備局,大成ジオテック株式会社,21110000,,,,,,,,,,
九州,1455,2026/3/5,令和7年度 筑後川河川事務所管内測量(その3)業務,国土交通省(MLIT) 九州地方整備局,大成ジオテック株式会社,6400000,,,,,,,,,,
九州,1456,2026/3/4,令和7年度森山拡幅軟弱地盤対策観測解析業務,国土交通省(MLIT) 九州地方整備局,大日本ダイヤコンサルタント株式会社,19960000,,,,,,,,,,
九州,1457,2026/2/25,令和7年度 福岡国道北部地区地質調査業務,国土交通省(MLIT) 九州地方整備局,大日本ダイヤコンサルタント株式会社,13840000,,,,,,,,,,
九州,1458,2025/8/8,令和7年度鹿児島国道管内災害復旧調査設計業務,国土交通省(MLIT) 九州地方整備局,大日本ダイヤコンサルタント株式会社,12793000,,,,,,,,,,
九州,1459,2026/1/26,令和7年度 博多バイパス(下臼井工区)橋梁予備修正設計業務,国土交通省(MLIT) 九州地方整備局,大日本ダイヤコンサルタント株式会社,22000000,,,,,,,,,,
九州,1460,2026/2/25,令和7年度亀割峠防災構造物設計外業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,19970000,,,,,,,,,,
九州,1461,2026/2/25,R7大隅管内道路管理測量設計業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,36020000,,,,,,,,,,
九州,1462,2026/2/25,令和7年度白浜拡幅構造物詳細設計(その1)業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,21820000,,,,,,,,,,
九州,1463,2026/2/24,令和7年度川内川下流部河川管理施設測量設計外業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,23790000,,,,,,,,,,
九州,1464,2026/2/20,令和7年度鹿児島国道事務所管内測量・設計(その2)業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,19260000,,,,,,,,,,
九州,1465,2026/2/16,令和7年度国道57号宇土三角道路物件調査(その9)業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,19470000,,,,,,,,,,
九州,1466,2026/2/24,R7・8大隅管内防災点検外業務,国土交通省(MLIT) 九州地方整備局,大福コンサルタント株式会社,17930000,,,,,,,,,,
九州,1467,2025/3/28,令和6年度関門航路事務所管内港湾施設調査設計業務,国土交通省(MLIT) 九州地方整備局 関門航路事務所,中央コンサルタンツ株式会社,,,,,,,,,,,
九州,1468,2026/2/25,令和7年度 広川八女バイパス(南部地区)道路詳細設計外業務,国土交通省(MLIT) 九州地方整備局,中央コンサルタンツ株式会社,41210000,,,,,,,,,,
九州,1469,2026/2/25,令和7年度 五ヶ瀬高千穂道路修正設計業務,国土交通省(MLIT) 九州地方整備局,中央コンサルタンツ株式会社,35400000,,,,,,,,,,
九州,1470,2026/2/2,令和7・8年度 熊本河川国道管内橋梁点検業務,国土交通省(MLIT) 九州地方整備局,中央コンサルタンツ株式会社,39150000,,,,,,,,,,
九州,1471,2026/2/2,令和7年度宮崎管内遠隔式交通遮断設備設計業務,国土交通省(MLIT) 九州地方整備局,中電技術コンサルタント株式会社,15270000,,,,,,,,,,
九州,1472,2026/3/4,令和7・8年度鳥栖維持管内道路施設点検業務,国土交通省(MLIT) 九州地方整備局,朝日テクノ株式会社,28850000,,,,,,,,,,
九州,1473,2026/2/25,令和7年度喜入防災構造物設計外業務,国土交通省(MLIT) 九州地方整備局,朝日開発コンサルタンツ株式会社,19230000,,,,,,,,,,
九州,1474,2026/2/25,令和7年度喜入防災構造物詳細設計(その2)業務,国土交通省(MLIT) 九州地方整備局,朝日開発コンサルタンツ株式会社,17510000,,,,,,,,,,
九州,1475,2026/2/26,令和7年度竹田阿蘇道路電気通信設備設計業務,国土交通省(MLIT) 九州地方整備局,電設コンサルタンツ株式会社,16640000,,,,,,,,,,
九州,1476,2026/2/20,令和7年度本明川ダム多重無線通信設備外設計業務,国土交通省(MLIT) 九州地方整備局,電設コンサルタンツ株式会社,41840000,,,,,,,,,,
九州,1477,2026/2/24,令和7年度 城原川ダム周辺UAVレーザー測量(その2)業務,国土交通省(MLIT) 九州地方整備局,東亜建設技術株式会社,18170000,,,,,,,,,,
九州,1478,2026/2/25,令和7年度3号広川八女BP(水原地区)物件調査等業務,国土交通省(MLIT) 九州地方整備局,東亜建設技術株式会社,32720000,,,,,,,,,,
九州,1479,2026/2/26,令和7年度多久佐賀道路用地調査等(その2)業務,国土交通省(MLIT) 九州地方整備局,東亜建設技術株式会社,17760000,,,,,,,,,,
九州,1480,2026/2/25,令和7年度 城原川ダム付替県道(小渕地区)外用地調査等業務,国土交通省(MLIT) 九州地方整備局,東亜建設技術株式会社,33520000,,,,,,,,,,
九州,1481,2026/1/27,令和7年度国道202号前原郵便局前交差点改良外用地調査等業務,国土交通省(MLIT) 九州地方整備局,東亜建設技術株式会社,17840000,,,,,,,,,,
九州,1482,2026/2/25,令和7年度横瀬拡幅外測量設計業務,国土交通省(MLIT) 九州地方整備局,東洋技術株式会社,36070000,,,,,,,,,,
九州,1483,2026/2/25,令和7年度 広川八女バイパス(北部地区)地質調査業務,国土交通省(MLIT) 九州地方整備局,日鉄鉱コンサルタント株式会社,21630000,,,,,,,,,,
九州,1484,2026/3/4,令和7年度 筑後川河川事務所管内地質調査(その2)業務,国土交通省(MLIT) 九州地方整備局,日鉄鉱コンサルタント株式会社,22430000,,,,,,,,,,
九州,1485,2026/2/26,令和7年度みやこ行橋バイパス地質調査(その1)業務,国土交通省(MLIT) 九州地方整備局,日鉄鉱コンサルタント株式会社,14270000,,,,,,,,,,
九州,1486,2026/3/4,令和7年度 筑後川河川事務所管内設計(その1)業務,国土交通省(MLIT) 九州地方整備局,日鉄鉱コンサルタント株式会社,20350000,,,,,,,,,,
九州,1487,2026/2/24,令和7年度多久佐賀道路(1期)外地質調査業務,国土交通省(MLIT) 九州地方整備局,日鉄鉱コンサルタント株式会社,27000000,,,,,,,,,,
九州,1488,2026/3/3,令和7年度鹿児島東西道路トンネル施工計画検討業務,国土交通省(MLIT) 九州地方整備局,日本シビックコンサルタント株式会社,49984000,,,,,,,,,,
九州,1489,2026/3/9,令和8年度川内川管内河川構造物測量設計外(その1)業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,17750000,,,,,,,,,,
九州,1490,2026/3/4,令和7年度松浦佐々道路改築設計業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,32540000,,,,,,,,,,
九州,1491,2026/3/6,令和7年度 福岡国道管内道の駅機能強化検討業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,20900000,,,,,,,,,,
九州,1492,2026/3/6,令和7年度 繁根木川水利検討業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,19998000,,,,,,,,,,
九州,1493,2026/3/13,令和7年度九州地方整備局防災機能向上検討設計業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,31218000,,,,,,,,,,
九州,1494,2026/3/10,令和7年度本明川ダム本体関連施設設計検討業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,61039000,,,,,,,,,,
九州,1495,2026/2/5,令和7年度情報システムセキュリティ対策外設計業務,国土交通省(MLIT) 九州地方整備局,日本工営株式会社,35497000,,,,,,,,,,
